start_ns,end_ns,stage,bytes
188210742887135,188210743074695,pty_engine_feed,7
188210743106495,188210743134625,graphics_map_pointer,2457600
188210743141665,188210743161445,engine_render_unmap,2457600
188210743185035,188210746043940,gl_texture_swap,2457600
188210747934677,188210754469837,event_wait,0
188210754570557,188210754651207,graphics_map_pointer,14513408
188210754659707,188210754699487,engine_render_unmap,14513408
188210754804587,188210756352475,gl_texture_swap,14513408
188210756367125,188210758957251,event_wait,0
188210758966721,188210776304954,event_wait,0
188210776327374,188210776483584,pty_engine_feed,4
188210776497314,188210776521984,graphics_map_pointer,14513408
188210776523634,188210776530944,engine_render_unmap,14513408
188210776544024,188210781141637,gl_texture_swap,14513408
188210781318117,188210783617813,pty_engine_feed,65524
188210783643983,188210783678833,event_wait,0
188210783801733,188210784014722,pty_engine_feed,65524
188210784050422,188210784078062,event_wait,0
188210784193372,188210784360002,pty_engine_feed,56832
188210784376352,188210784504782,pty_engine_feed,8692
188210784510352,188210784541102,event_wait,0
188210784601372,188210784948551,pty_engine_feed,40448
188210784995691,188210785158101,pty_engine_feed,25076
188210785170081,188210785200661,event_wait,0
188210785242401,188210785387210,pty_engine_feed,24064
188210785447390,188210785621630,pty_engine_feed,30720
188210785653740,188210785823520,pty_engine_feed,10740
188210785834040,188210789320244,event_wait,0
188210789401504,188210789678124,pty_engine_feed,38400
188210789689054,188210789712804,graphics_map_pointer,14513408
188210789714534,188210789721864,engine_render_unmap,14513408
188210789735204,188210789818734,gl_texture_swap,14513408
188210789873913,188210791928850,pty_engine_feed,27124
188210791961160,188210791996660,event_wait,0
188210792113000,188210792310380,pty_engine_feed,42496
188210792347770,188210792525969,pty_engine_feed,23028
188210792533139,188210792568049,event_wait,0
188210792668359,188210792863529,pty_engine_feed,60928
188210792872789,188210793044239,pty_engine_feed,4596
188210793058269,188210793132538,event_wait,0
188210793197628,188210793366258,pty_engine_feed,38400
188210793404068,188210793586788,pty_engine_feed,27124
188210793591478,188210793637248,event_wait,0
188210793683618,188210793841347,pty_engine_feed,32256
188210793908017,188210795787554,pty_engine_feed,33268
188210795803614,188210795841864,event_wait,0
188210795956574,188210796152414,pty_engine_feed,60928
188210796163524,188210796321374,pty_engine_feed,4596
188210796326244,188210796356684,event_wait,0
188210796396254,188210796566463,pty_engine_feed,26112
188210796721933,188210796939983,pty_engine_feed,39412
188210796950513,188210796991093,event_wait,0
188210797128112,188210797319602,pty_engine_feed,65524
188210797331712,188210797371312,event_wait,0
188210797492262,188210797910231,pty_engine_feed,44544
188210797952741,188210798136731,pty_engine_feed,20980
188210798142701,188210798295441,event_wait,0
188210798346511,188210799932988,pty_engine_feed,32256
188210799941318,188210799984358,graphics_map_pointer,14513408
188210799985938,188210799994238,engine_render_unmap,14513408
188210800010528,188210800085378,gl_texture_swap,14513408
188210800162818,188210800503287,pty_engine_feed,33268
188210800512177,188210800541287,event_wait,0
188210800586057,188210800852047,pty_engine_feed,28160
188210800909947,188210801109236,pty_engine_feed,34816
188210801114556,188210801278336,pty_engine_feed,2548
188210801282586,188210801309336,event_wait,0
188210801346576,188210801477636,pty_engine_feed,24064
188210801531216,188210801681315,pty_engine_feed,32768
188210801696995,188210801824945,pty_engine_feed,8692
188210801829005,188210801854385,event_wait,0
188210801917595,188210802101235,pty_engine_feed,42496
188210802144145,188210802321154,pty_engine_feed,23028
188210802325404,188210804376771,event_wait,0
188210804480991,188210804781531,pty_engine_feed,65520
188210804789121,188210804823421,pty_engine_feed,4
188210804827601,188210804876871,event_wait,0
188210804954070,188210805155580,pty_engine_feed,65524
188210805175900,188210805238060,event_wait,0
188210805349850,188210805548960,pty_engine_feed,65524
188210805555760,188210805592009,event_wait,0
188210805677149,188210805870669,pty_engine_feed,65524
188210805874699,188210805900359,event_wait,0
188210805980949,188210806191409,pty_engine_feed,65524
188210806205519,188210806237818,event_wait,0
188210806335788,188210806529818,pty_engine_feed,65524
188210806535158,188210808473725,event_wait,0
188210808570485,188210810715822,pty_engine_feed,65524
188210810730242,188210810773962,graphics_map_pointer,14513408
188210810775882,188210810783552,engine_render_unmap,14513408
188210810797212,188210810875211,gl_texture_swap,14513408
188210810946871,188210813217368,pty_engine_feed,26112
188210813286858,188210813464747,pty_engine_feed,30720
188210813480887,188210813607597,pty_engine_feed,8692
188210813612057,188210813663567,event_wait,0
188210813781957,188210813990337,pty_engine_feed,62976
188210813996627,188210814167436,pty_engine_feed,2548
188210814173416,188210814205696,event_wait,0
188210814250826,188210814408876,pty_engine_feed,40448
188210814437906,188210814600516,pty_engine_feed,25076
188210814613706,188210816359883,event_wait,0
188210816389333,188210816604213,pty_engine_feed,22016
188210816637483,188210816796612,pty_engine_feed,24576
188210816818982,188210817006852,pty_engine_feed,18932
188210817021462,188210817064522,event_wait,0
188210817251742,188210817450251,pty_engine_feed,65520
188210817462941,188210817485511,pty_engine_feed,4
188210817492921,188210817554141,event_wait,0
188210817598581,188210817761601,pty_engine_feed,19968
188210817834711,188210818048570,pty_engine_feed,45556
188210818061310,188210818109250,event_wait,0
188210818139220,188210818299460,pty_engine_feed,19968
188210818365840,188210818580500,pty_engine_feed,45556
188210818594150,188210818631880,event_wait,0
188210818671680,188210818822079,pty_engine_feed,40448
188210818846129,188210818979189,pty_engine_feed,24576
188210818982409,188210819106909,pty_engine_feed,500
188210819112319,188210819265479,event_wait,0
188210819291729,188210819467468,pty_engine_feed,26112
188210819476828,188210819540288,graphics_map_pointer,14513408
188210819541898,188210819551098,engine_render_unmap,14513408
188210819574088,188210819668728,gl_texture_swap,14513408
188210819727138,188210820082017,pty_engine_feed,39412
188210820089507,188210823005313,event_wait,0
188210823133813,188210825006280,pty_engine_feed,65524
188210825025280,188210825065790,event_wait,0
188210825097810,188210825238670,pty_engine_feed,22016
188210825290019,188210825431179,pty_engine_feed,34816
188210825445009,188210825580929,pty_engine_feed,8692
188210825584849,188210825614229,event_wait,0
188210825668629,188210825852179,pty_engine_feed,42496
188210825884079,188210826061348,pty_engine_feed,23028
188210826068738,188210826096828,event_wait,0
188210826150548,188210826325218,pty_engine_feed,36352
188210826365208,188210826548728,pty_engine_feed,29172
188210826552938,188210826576887,event_wait,0
188210826665737,188210826860977,pty_engine_feed,65524
188210826864737,188210826888767,event_wait,0
188210826972337,188210827183237,pty_engine_feed,65524
188210827201937,188210828057335,event_wait,0
188210828139085,188210829229133,pty_engine_feed,30208
188210829237233,188210829297653,graphics_map_pointer,14513408
188210829299303,188210829307993,engine_render_unmap,14513408
188210829330703,188210829764023,gl_texture_swap,14513408
188210829825203,188210830075972,pty_engine_feed,26624
188210830094302,188210830354062,pty_engine_feed,8692
188210830362732,188210830420342,event_wait,0
188210830547241,188210830744571,pty_engine_feed,65524
188210830752781,188210830788721,event_wait,0
188210830875971,188210831063091,pty_engine_feed,65524
188210831069751,188210831104371,event_wait,0
188210831152190,188210831327670,pty_engine_feed,36864
188210831370010,188210831566830,pty_engine_feed,28660
188210831572130,188210835412514,event_wait,0
188210835442864,188210835678134,pty_engine_feed,19968
188210835748453,188210837819120,pty_engine_feed,45552
188210837834330,188210837863140,pty_engine_feed,4
188210837873510,188210837926050,event_wait,0
188210838025420,188210838211610,pty_engine_feed,65524
188210838219740,188210838259530,graphics_map_pointer,14513408
188210838260950,188210838268590,engine_render_unmap,14513408
188210838281270,188210838354369,gl_texture_swap,14513408
188210838452789,188210838781129,pty_engine_feed,65524
188210838871019,188210839154788,pty_engine_feed,65524
188210839177238,188210839212868,event_wait,0
188210839308958,188210839498158,pty_engine_feed,65524
188210839505968,188210839540178,event_wait,0
188210839632898,188210839818507,pty_engine_feed,65524
188210839825427,188210843428152,event_wait,0
188210843437362,188210846182308,event_wait,0
188210846195938,188210846215057,event_wait,0
